article_global_id,db_id,article_id,article_year,Authors,Author.s..ID,Title,Source.title,Volume,Issue,Page.start,Page.end,Index.Keywords,Funding.Details,Funding.Text.1,Funding.Text.2,Funding.Text.3,PubMed.ID,Open.Access,citations_2016,citations_2021,nb_authors
10.1093/nar/gkh054,NAR9286,1012,2004,"Ferr� F., Ausiello G., Zanzoni A., Helmer-Citterich M.",8603371300;6603960828;6506754151;6603748349;,SURFACE: A database of protein surface regions for functional annotation,Nucleic Acids Research,32,DATABASE ISS.,D240,D244,"amino acid; protein; amino acid sequence; article; computer interface; information processing; Internet; priority journal; protein analysis; protein database; protein function; protein interaction; protein structure; reliability; scoring system; sequence homology; Surface Residues and Functions Annotated Compared and Evaluated; Algorithms; Animals; Computational Biology; Databases, Protein; Humans; Internet; Protein Conformation; Proteins; Surface Properties; User-Computer Interface",NA,NA,NA,NA,14681403,NA,50,52,4
10.1093/nar/gkq945,MBDC1334,2164,2011,"Schaefer U., Schmeier S., Bajic V.B.",25932344200;56094454600;35377862500;,TcoF-DB: Dragon database for human transcription co-factors and transcription factor interacting proteins,Nucleic Acids Research,39,SUPPL. 1,D106,D110,transcription co factor; transcription factor; unclassified drug; article; cell nucleus; computer interface; priority journal; protein analysis; protein database; protein localization; protein protein interaction; TcoF DB; transcription regulation; web browser; Eukaryota,"King Abdullah University of Science and Technology, KAUST",Funding for open access charge: King Abdullah University of Science and Technology.,NA,NA,20965969,"All Open Access, Gold, Green",23,43,3
10.1093/nar/gku724,MBDC1814,2875,2015,"Jensen K., Panagiotou G., Kouskoumvekaki I.",57201310214;8566179700;6602787035;,NutriChem: A systems chemical biology resource to explore the medicinal value of plant-based foods,Nucleic Acids Research,43,D1,D940,D945,"plant medicinal product; Article; chemical database; data mining; dietary intake; disease association; feeding behavior; food analysis; food composition; medicinal plant; NutriChem database; nutritional value; phenotype; phytochemistry; prediction; priority journal; diet; diseases; edible plant; factual database; human; Internet; preventive medicine; Databases, Factual; Diet; Disease; Humans; Internet; Phenotype; Phytochemicals; Plants, Edible; Preventive Medicine",NA,NA,NA,NA,25106869,"All Open Access, Gold, Green",1,21,3
10.1093/nar/gkv1127,MBDC1832,2965,2016,"Wang J., Liu T., Zhao B., Lu Q., Wang Z., Cao Y., Li W.",57190051290;56870592400;57190044784;55450918400;57190048825;55470329900;9041778900;,sRNATarBase 3.0: An updated database for sRNA-target interactions in bacteria,Nucleic Acids Research,44,D1,D248,D253,"messenger RNA; transfer RNA; bacterial protein; bacterial RNA; messenger RNA; small untranslated RNA; Article; Bacillus subtilis; controlled study; data base; Escherichia coli; gene regulatory network; nonhuman; phylogeny; priority journal; protein RNA binding; RNA analysis; RNA sequence; Salmonella enterica serovar Typhimurium; Staphylococcus aureus; gene expression regulation; genetics; genomics; information processing; metabolism; nucleic acid database; Bacterial Proteins; Data Curation; Databases, Nucleic Acid; Gene Expression Regulation, Bacterial; Gene Regulatory Networks; Genomics; RNA, Bacterial; RNA, Messenger; RNA, Small Untranslated","National Natural Science Foundation of China, NSFC: 31071157, 31100960, 31271404, 31471244, 81572620

National Key Research and Development Program of China, NKRDPC: 2010CB912801","National Key Basic Research and Development Prog ram [2010CB912801]; National Natural Science Foundation of China [31271404, 31071157, 31100960, 31471244, 81572620]. Funding for open access charge: National Key Basic Research and Development Program [2010CB912801] and National Natural Science Foundation of China [31271404, 31071157, 31100960, 31471244, 81572620].",NA,NA,26503244,"All Open Access, Gold, Green",1,19,7
10.1093/nar/gks1092,MBDC1587,2563,2013,"Dimitrieva S., Bucher P.",53863236800;35465510900;,UCNEbase - A database of ultraconserved non-coding elements and genomic regulatory blocks,Nucleic Acids Research,41,D1,D101,D109,"article; bioinformatics; computer analysis; computer interface; DNA structure; genetic database; genetic organization; human genome; information processing; nomenclature; orthology; paralogy; priority journal; synteny; UCNEbase; ultraconserved genomic regulatory block; ultraconserved non coding element; web browser; Animals; Base Sequence; Computer Graphics; Conserved Sequence; Databases, Nucleic Acid; DNA, Intergenic; Evolution, Molecular; Genome; Humans; Internet; Regulatory Elements, Transcriptional; Synteny; Terminology as Topic; User-Computer Interface; Vertebrates; Vertebrata","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF: PDFM33-120719",The Swiss National Science Foundation [PDFM33-120719 to S.D.]. Funding for open access charge: Swiss government.,NA,NA,23193254,"All Open Access, Gold, Green",19,55,2
10.1093/nar/gku770,MBDC1803,2911,2015,"Abbott K.L., Nyre E.T., Abrahante J., Ho Y.-Y., Vogel R.I., Starr T.K.",56940132200;56940953200;6507096336;43261342600;36155857700;7006724094;,The candidate cancer gene database: A database of cancer driver genes from forward genetic screens in mice,Nucleic Acids Research,43,D1,D844,D848,"Article; cancer genetics; Candidate Cancer Gene Database; computer analysis; computer interface; data analysis; genetic database; information retrieval; information storage; information system; medical informatics; mouse; nonhuman; online analysis; priority journal; search engine; web browser; animal; genetic procedures; human; Internet; interspersed repeat; tumor gene; Animals; Databases, Genetic; Genes, Neoplasm; Genetic Techniques; Humans; Internet; Interspersed Repetitive Sequences; Mice","National Cancer Institute, NCI: P30CA077598, P50CA101955, R00CA151672, U19CA157345

National Center for Advancing Translational Sciences, NCATS: UL1TR000114

National Institute on Minority Health and Health Disparities, NIMHD: U54MD008620",NA,NA,NA,25190456,"All Open Access, Gold, Green",10,58,6
10.1093/nar/gkh001,MBDC0569,1040,2004,"Yazaki J., Kojima K., Suzuki K., Kishimoto N., Kikuchi S.",6603825966;36807644900;57207339987;7102563123;7403005321;,The Rice PIPELINE: A unification tool for plant functional genomics,Nucleic Acids Research,32,DATABASE ISS.,D383,D387,"complementary DNA; article; controlled study; DNA flanking region; DNA microarray; food; GenBank; gene construct; gene expression profiling; gene insertion; gene mapping; gene sequence; genetic database; genetic line; genetic marker; genetic resource; Japan; molecular cloning; mutant; nonhuman; plant breeding; plant genetics; priority journal; quality control; rice; Rice PIPELINE; transposon; Computational Biology; Databases, Genetic; DNA, Complementary; Gene Expression Profiling; Genome, Plant; Genomics; Information Storage and Retrieval; Internet; Japan; Mutation; Oryza sativa; Embryophyta; insertion sequences; transposons",NA,NA,NA,NA,14681439,NA,34,34,5
10.1093/nar/30.1.129,NAR9037,766,2002,"Lo� A., Bunsmann P., Bohne A., Lo� A., Schwarzer E., Lang E., Von Der Lieth C.-W.",7801325771;6505485358;7003388869;19035225600;14832100100;7402931200;7003882720;,SWEET-DB: An attempt to create annotated data collections for carbohydrates,Nucleic Acids Research,30,1,405,408,"article; bibliographic database; biodiversity; carbohydrate analysis; cell structure; chemical structure; controlled study; human; information processing; Internet; macromolecule; mediator; MEDLINE; nuclear magnetic resonance spectroscopy; priority journal; scientific literature; SWEET DB; Carbohydrate Conformation; Carbohydrate Sequence; Carbohydrates; Computer Graphics; Databases, Factual; Forecasting; Humans; Imaging, Three-Dimensional; Information Storage and Retrieval; Internet; Nuclear Magnetic Resonance, Biomolecular; Polysaccharides",NA,NA,NA,NA,11752350,"All Open Access, Bronze, Green",49,71,7
10.1093/nar/gkv1163,MBDC1834,2984,2016,"Dousse A., Junier T., Zdobnov E.M.",54782356300;6506806434;35395664900;,CEGA-a catalog of conserved elements from genomic alignments,Nucleic Acids Research,44,D1,D96,D100,"amniote; Article; Boreoeutheria; cladistics; computer interface; Conserved Elements from Genomic Alignments database; conserved noncoding sequence; DNA structure; Euarchontoglires; evolution; genomics; Internet; last common ancestor; mathematical computing; phylogeny; placental mammals; priority journal; purifying selection; sequence alignment; sequence database; species comparison; synteny; ultra conserved element; vertebrate; animal; conserved sequence; human; mouse; nucleic acid database; rat; sequence alignment; Animals; Conserved Sequence; Databases, Nucleic Acid; Genomics; Humans; Mice; Rats; Sequence Alignment; Synteny",NA,NA,NA,NA,26527719,"All Open Access, Gold, Green",2,10,3
10.1093/nar/gkn707,MBDC1232,1787,2009,"Gerlach D., Kriventseva E.V., Rahman N., Vejnar C.E., Zdobnov E.M.",19638629300;6602429493;23478134700;25926739600;35395664900;,miROrtho: Computational survey of microRNA genes,Nucleic Acids Research,37,SUPPL. 1,D111,D117,"microRNA; ab initio calculation; article; classifier; computer interface; information processing; mathematical computing; metazoon; nonhuman; nucleic acid database; orthology; priority journal; RNA sequence; RNA structure; sequence alignment; sequence homology; support vector machine; web browser; Databases, Nucleic Acid; Genomics; Internet; MicroRNAs; Nucleic Acid Conformation; Sequence Alignment; User-Computer Interface; Metazoa; Vertebrata","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF: 3100A0-112588, PDFMA3-118375",Swiss National Science Foundation (SNF PDFMA3-118375 and 3100A0-112588). Funding for open access charges: Swiss National Science Foundation (SNF 3100A0-112588).,NA,NA,18927110,"All Open Access, Gold, Green",41,56,5
10.1093/nar/gkm845,MBDC1108,1679,2008,"Kriventseva E.V., Rahman N., Espinosa O., Zdobnov E.M.",6602429493;23478134700;23476952200;35395664900;,OrthoDB: The hierarchical catalog of eukaryotic orthologs,Nucleic Acids Research,36,SUPPL. 1,D271,D275,"access to information; article; controlled study; eukaryote; gene sequence; genetic database; human; Internet; molecular phylogeny; nonhuman; OrthoDB; orthology; priority journal; species comparison; Animals; Databases, Genetic; Fungi; Genomics; Insects; Internet; Phylogeny; Proteomics; User-Computer Interface; Vertebrates; Eukaryota; Fungi; Hexapoda; Vertebrata","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF: 3100A0-112588","We thank Thomas Junier for technical support, Dr Stefan Wyder, Dr Ivo Pedruzzi and Robert M Waterhouse for feedback and quality checks. We would like to acknowledge UniProt, Ensembl, Vectorbase, Flybase, the AAA fly genomes initiative, genome analysis consortiums and sequencing centers Agencourt, Baylor, BGI, Broad Institute, JCVI and JGI for the data. Foundation Giorgi-Cavaglieri and Swiss National Science Foundation are acknowledged for funding (SNF 3100A0-112588 to EMZ). Funding to pay the Open Access publication charges for this article was provided by SNF 3100A0-112588.",NA,NA,17947323,"All Open Access, Gold, Green",52,79,4
10.1093/nar/gkq930,MBDC1108,2101,2011,"Waterhouse R.M., Zdobnov E.M., Tegenfeldt F., Li J., Kriventseva E.V.",23480627000;35395664900;37666245000;37665182300;6602429493;,OrthoDB: The hierarchical catalog of eukaryotic orthologs in 2011,Nucleic Acids Research,39,SUPPL. 1,D283,D288,"arthropod; article; computer interface; eukaryote; fungus; gene dosage; gene function; genealogy; genetic database; genome; last common ancestor; molecular evolution; OrthoDB database; orthology; priority journal; sequence homology; species difference; vertebrate; Animals; Arthropods; Databases, Genetic; Drosophila melanogaster; Evolution, Molecular; Fungi; Genes; Genomics; Mice; Molecular Sequence Annotation; Phylogeny; Protein Structure, Tertiary; Proteins; Saccharomyces cerevisiae; Sequence Homology, Amino Acid; Vertebrates; Arthropoda; Eukaryota; Fungi; Metazoa; Vertebrata","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung, SNF: 31003A-125350",The Swiss National Science Foundation (31003A-125350). Funding for open access charge: Swiss Institute of Bioinformatics.,NA,NA,20972218,"All Open Access, Gold, Green",80,103,5
10.1093/nar/gkt1126,MBDC1267,2751,2014,"Alves-Cruzeiro J.M.D.C., Nogales-Cadenas R., Pascual-Montano A.D.",55991261900;25932220100;6602961000;,CentrosomeDB: A new generation of the centrosomal proteins database for Human and Drosophila melanogaster,Nucleic Acids Research,42,D1,D430,D436,"cell protein; centrosomal protein; unclassified drug; Drosophila protein; microtubule associated protein; cell protein; centrosomal protein; article; cell function; cell structure; centrosome; CentrosomeDB; data processing; Drosophila melanogaster; evolution; human genetics; priority journal; protein database; protein protein interaction; animal; centrosome; genetics; human; Internet; metabolism; Article; Centrosome DataBase; cytoskeleton; Drosophila melanogaster; information processing; interphase; microtubule assembly; mitosis spindle; molecular evolution; nonhuman; online system; Animals; Centrosome; Databases, Protein; Drosophila melanogaster; Drosophila Proteins; Humans; Internet; Microtubule-Associated Proteins; Animalia; Drosophila melanogaster",NA,NA,NA,NA,24270791,"All Open Access, Gold, Green",11,30,3
